,source,target,fraction,source_description,target_description,contingency
,ST,RT,0.057915057915058,Make a declarative statement.,Repeat or imitate other's utterance.,1
,ST,SA,0.017374517374517,Make a declarative statement.,Answer a wh-question with a statement.,0
,ST,SI,0.05019305019305,Make a declarative statement.,State intent to carry out act by speaker.,1
,ST,ST,0.206563706563707,Make a declarative statement.,Make a declarative statement.,1
,ST,TO,0.00965250965251,Make a declarative statement.,Mark transfer of object to hearer,1
,ST,YQ,0.019305019305019,Make a declarative statement.,Ask a yes/no question.,1
,ST,YY,0.088803088803089,Make a declarative statement.,Make a word-like utterance without clear function.,0
,YA,AA,1,Answer a question with a yes/no question.,Answer in the affirmative to yes/no question.,1
,YQ,AA,0.591216216216216,Ask a yes/no question.,Answer in the affirmative to yes/no question.,1
,YQ,AN,0.128378378378378,Ask a yes/no question.,Answer in the negative to yes/no question,1
,YQ,MK,0.02027027027027,Ask a yes/no question.,Mark occurrence of event (thank greet apologize congratulate etc.).,0
,YQ,OO,0.02195945945946,Ask a yes/no question.,Unintelligible vocalization.,0
,YQ,QN,0.028716216216216,Ask a yes/no question.,Ask a product-question (wh-question),0
,YQ,RP,0.032094594594595,Ask a yes/no question.,Request propose or suggest an action for hearer or for hearer and speaker.,0
,YQ,RR,0.010135135135135,Ask a yes/no question.,Request to repeat utterance.,1
,YQ,SA,0.015202702702703,Ask a yes/no question.,Answer a wh-question with a statement.,0
,YQ,SI,0.018581081081081,Ask a yes/no question.,State intent to carry out act by speaker.,0
,YQ,ST,0.087837837837838,Ask a yes/no question.,Make a declarative statement.,0
,YQ,YQ,0.016891891891892,Ask a yes/no question.,Ask a yes/no question.,0
,YQ,YY,0.028716216216216,Ask a yes/no question.,Make a word-like utterance without clear function.,0
,AC,AC,0.034246575342466,Answer calls/ show attentiveness to communications.,Answer calls/ show attentiveness to communications.,0
,AC,MK,0.075342465753425,Answer calls/ show attentiveness to communications.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
,AC,OO,0.13013698630137,Answer calls/ show attentiveness to communications.,Unintelligible vocalization.,0
,AC,QN,0.034246575342466,Answer calls/ show attentiveness to communications.,Ask a product-question (wh-question),1
,AC,RP,0.089041095890411,Answer calls/ show attentiveness to communications.,Request propose or suggest an action for hearer or for hearer and speaker.,1
,AC,SI,0.075342465753425,Answer calls/ show attentiveness to communications.,State intent to carry out act by speaker.,1
,AC,ST,0.404109589041096,Answer calls/ show attentiveness to communications.,Make a declarative statement.,1
,AC,YY,0.157534246575342,Answer calls/ show attentiveness to communications.,Make a word-like utterance without clear function.,0
,CL,AC,1,Call attention to hearer by name or by substitute exclamations,Answer calls/ show attentiveness to communications.,1
,CT,AC,0.380952380952381,Correct provide correct verbal form in place of erroneous one.,Answer calls/ show attentiveness to communications.,0
,CT,RT,0.619047619047619,Correct provide correct verbal form in place of erroneous one.,Repeat or imitate other's utterance.,1
,QN,AC,0.007655502392345,Ask a product-question (wh-question),Answer calls/ show attentiveness to communications.,0
,QN,MK,0.036363636363636,Ask a product-question (wh-question),Mark occurrence of event (thank greet apologize congratulate etc.).,0
,QN,,0.032535885167464,Ask a product-question (wh-question),Intentionally nonsatisfying answer to question,1
,QN,OO,0.027751196172249,Ask a product-question (wh-question),Unintelligible vocalization.,0
,QN,QN,0.038277511961723,Ask a product-question (wh-question),Ask a product-question (wh-question),0
,QN,RP,0.026794258373206,Ask a product-question (wh-question),Request propose or suggest an action for hearer or for hearer and speaker.,0
,QN,RR,0.007655502392345,Ask a product-question (wh-question),Request to repeat utterance.,1
,QN,RT,0.006698564593301,Ask a product-question (wh-question),Repeat or imitate other's utterance.,0
,QN,SA,0.722488038277512,Ask a product-question (wh-question),Answer a wh-question with a statement.,1
,QN,SI,0.007655502392345,Ask a product-question (wh-question),State intent to carry out act by speaker.,0
,QN,ST,0.036363636363636,Ask a product-question (wh-question),Make a declarative statement.,0
,QN,TO,0.004784688995215,Ask a product-question (wh-question),Mark transfer of object to hearer,0
,QN,YQ,0.005741626794258,Ask a product-question (wh-question),Ask a yes/no question.,0
,QN,YY,0.039234449760766,Ask a product-question (wh-question),Make a word-like utterance without clear function.,0
,RP,AC,0.037333333333333,Request propose or suggest an action for hearer or for hearer and speaker.,Answer calls/ show attentiveness to communications.,0
,RP,AD,0.226666666666667,Request propose or suggest an action for hearer or for hearer and speaker.,Agree to carry out an act requested or proposed by other.,1
,RP,CS,0.013333333333333,Request propose or suggest an action for hearer or for hearer and speaker.,Counter-suggestion/ an indirect refusal.,1
,RP,MK,0.061333333333333,Request propose or suggest an action for hearer or for hearer and speaker.,Mark occurrence of event (thank greet apologize congratulate etc.).,0
,RP,OO,0.045333333333333,Request propose or suggest an action for hearer or for hearer and speaker.,Unintelligible vocalization.,0
,RP,PR,0.016,Request propose or suggest an action for hearer or for hearer and speaker.,Perform verbal move in game.,1
,RP,QN,0.069333333333333,Request propose or suggest an action for hearer or for hearer and speaker.,Ask a product-question (wh-question),0
,RP,RD,0.085333333333333,Request propose or suggest an action for hearer or for hearer and speaker.,Refuse to carry out an act requested or proposed by other.,1
,RP,RP,0.058666666666667,Request propose or suggest an action for hearer or for hearer and speaker.,Request propose or suggest an action for hearer or for hearer and speaker.,0
,RP,RT,0.034666666666667,Request propose or suggest an action for hearer or for hearer and speaker.,Repeat or imitate other's utterance.,0
,RP,SI,0.037333333333333,Request propose or suggest an action for hearer or for hearer and speaker.,State intent to carry out act by speaker.,1
,RP,ST,0.186666666666667,Request propose or suggest an action for hearer or for hearer and speaker.,Make a declarative statement.,0
,RP,YQ,0.037333333333333,Request propose or suggest an action for hearer or for hearer and speaker.,Ask a yes/no question.,0
,RP,YY,0.090666666666667,Request propose or suggest an action for hearer or for hearer and speaker.,Make a word-like utterance without clear function.,0
,SI,AC,0.116666666666667,State intent to carry out act by speaker.,Answer calls/ show attentiveness to communications.,1
,SI,MK,0.083333333333333,State intent to carry out act by speaker.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
,SI,OO,0.083333333333333,State intent to carry out act by speaker.,Unintelligible vocalization.,0
,SI,QN,0.1,State intent to carry out act by speaker.,Ask a product-question (wh-question),1
,SI,RP,0.166666666666667,State intent to carry out act by speaker.,Request propose or suggest an action for hearer or for hearer and speaker.,0
,SI,SI,0.183333333333333,State intent to carry out act by speaker.,State intent to carry out act by speaker.,0
,SI,ST,0.166666666666667,State intent to carry out act by speaker.,Make a declarative statement.,1
,SI,YY,0.1,State intent to carry out act by speaker.,Make a word-like utterance without clear function.,0
,RQ,AD,0.696035242290749,Yes/no question or suggestion about hearer's wishes and intentions,Agree to carry out an act requested or proposed by other.,1
,RQ,MK,0.022026431718062,Yes/no question or suggestion about hearer's wishes and intentions,Mark occurrence of event (thank greet apologize congratulate etc.).,0
,RQ,OO,0.044052863436123,Yes/no question or suggestion about hearer's wishes and intentions,Unintelligible vocalization.,0
,RQ,QN,0.030837004405286,Yes/no question or suggestion about hearer's wishes and intentions,Ask a product-question (wh-question),0
,RQ,RD,0.127753303964758,Yes/no question or suggestion about hearer's wishes and intentions,Refuse to carry out an act requested or proposed by other.,1
,RQ,RP,0.035242290748899,Yes/no question or suggestion about hearer's wishes and intentions,Request propose or suggest an action for hearer or for hearer and speaker.,0
,RQ,ST,0.044052863436123,Yes/no question or suggestion about hearer's wishes and intentions,Make a declarative statement.,0
,SA,DW,0.081967213114754,Answer a wh-question with a statement.,Disagree with proposition expressed by previous speaker.,0
,SA,OO,0.131147540983607,Answer a wh-question with a statement.,Unintelligible vocalization.,0
,SA,QN,0.229508196721311,Answer a wh-question with a statement.,Ask a product-question (wh-question),1
,SA,RT,0.229508196721311,Answer a wh-question with a statement.,Repeat or imitate other's utterance.,1
,SA,ST,0.229508196721311,Answer a wh-question with a statement.,Make a declarative statement.,1
,SA,YY,0.098360655737705,Answer a wh-question with a statement.,Make a word-like utterance without clear function.,0
,PR,ED,0.113636363636364,Perform verbal move in game.,Exclaim in disapproval.,1
,PR,MK,0.113636363636364,Perform verbal move in game.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
,PR,PR,0.340909090909091,Perform verbal move in game.,Perform verbal move in game.,1
,PR,RP,0.159090909090909,Perform verbal move in game.,Request propose or suggest an action for hearer or for hearer and speaker.,1
,PR,ST,0.113636363636364,Perform verbal move in game.,Make a declarative statement.,0
,PR,YY,0.159090909090909,Perform verbal move in game.,Make a word-like utterance without clear function.,0
,MK,MK,0.243801652892562,Mark occurrence of event (thank greet apologize congratulate etc.).,Mark occurrence of event (thank greet apologize congratulate etc.).,1
,MK,OO,0.057851239669422,Mark occurrence of event (thank greet apologize congratulate etc.).,Unintelligible vocalization.,0
,MK,PR,0.028925619834711,Mark occurrence of event (thank greet apologize congratulate etc.).,Perform verbal move in game.,1
,MK,QN,0.070247933884298,Mark occurrence of event (thank greet apologize congratulate etc.).,Ask a product-question (wh-question),1
,MK,RP,0.107438016528926,Mark occurrence of event (thank greet apologize congratulate etc.).,Request propose or suggest an action for hearer or for hearer and speaker.,1
,MK,SA,0.020661157024793,Mark occurrence of event (thank greet apologize congratulate etc.).,Answer a wh-question with a statement.,0
,MK,SI,0.057851239669422,Mark occurrence of event (thank greet apologize congratulate etc.).,State intent to carry out act by speaker.,1
,MK,ST,0.276859504132231,Mark occurrence of event (thank greet apologize congratulate etc.).,Make a declarative statement.,1
,MK,TO,0.024793388429752,Mark occurrence of event (thank greet apologize congratulate etc.).,Mark transfer of object to hearer,1
,MK,YY,0.111570247933884,Mark occurrence of event (thank greet apologize congratulate etc.).,Make a word-like utterance without clear function.,0
,AD,OO,0.1875,Agree to carry out an act requested or proposed by other.,Unintelligible vocalization.,0
,AD,RP,0.28125,Agree to carry out an act requested or proposed by other.,Request propose or suggest an action for hearer or for hearer and speaker.,1
